Escherichia coli str. K-12 substr. MG1655, complete genome. - 1..4641652
4140 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
1495288..1496631	+	447	1787692	ydcJ	b1423	-	-	putative metalloenzyme
1496856..1498511	+	551	145693128	opgD	b1424	-	-	osmoregulated periplasmic glucan (OPG) biosynthesis periplasmic protein
1498651..1498875	+	74	87081906	ydcH	b1426	-	-	DUF465 family protein
1498938..1499477	+	179	1787697	rimL	b1427	-	-	ribosomal-protein-L7/L12-serine acetyltransferase
1499469..1500449	-	326	1787698	ydcK	b1428	-	-	uncharacterized protein
1500573..1501565	+	330	1787699	tehA	b1429	-	-	potassium-tellurite ethidium and proflavin transporter
1501562..1502155	+	197	1787700	tehB	b1430	-	-	tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein
1502457..1503125	+	222	1787701	ydcL	b1431	-	-	lipoprotein
1503717..1504865	+	382	288549314	insQ	b1432	-	-	IS609 transposase B
1504905..1506080	-	391	87081909	ydcO	b1433	-	-	BenE family inner membrane putative transporter
1506172..1506708	+	178	1787704	ydcN	b1434	-	-	putative DNA-binding transcriptional regulator
1506781..1508742	+	653	87081910	ydcP	b1435	-	-	putative peptidase
1508834..1509064	-	76	1787707	yncJ	b1436	-	-	uncharacterized protein
1509286..1509462	+	58	87081911	hicA	b4532	-	-	mRNA interferase toxin of the HicAB toxin-antitoxin system
1509508..1509924	+	138	145693129	hicB	b1438	-	-	antitoxin for the HicAB toxin-antitoxin system
1510003..1511409	+	468	1787710	ydcR	b1439	-	-	putative DNA-binding transcriptional regulator/putative amino transferase
1511654..1512799	+	381	1787711	ydcS	b1440	-	-	polyhydroxybutyrate (PHB) synthase, ABC transporter periplasmic binding protein homolog
1512817..1513830	+	337	1787712	ydcT	b1441	-	-	putative spermidine/putrescine transporter subunit
1513831..1514772	+	313	1787713	ydcU	b1442	-	-	putative spermidine/putrescine transporter subunit
1514762..1515556	+	264	1787714	ydcV	b1443	-	-	putative spermidine/putrescine transporter subunit
1515578..1517002	+	474	1787715	patD	b1444	-	-	gamma-aminobutyraldehyde dehydrogenase
1517099..1517194	-	31	145693130	yncL	b4598	-	-	stress-induced small inner membrane enterobacterial protein
1517389..1517562	+	57	87081912	ydcX	b1445	-	-	DUF2566 family protein
1517648..1517881	+	77	1787717	ydcY	b1446	-	-	uncharacterized protein
1517882..1518331	-	149	1787718	ydcZ	b1447	-	-	DUF606 family inner membrane protein
1518328..1518846	-	172	1787719	mnaT	b1448	-	-	methionine N-acyltransferase; L-amino acid N-acyltransferase
1519027..1520064	+	345	226510941	curA	b1449	-	-	curcumin/dihydrocurcumin reductase, NADPH-dependent
1520262..1520927	+	221	87081914	mcbR	b1450	-	-	colanic acid and biofilm gene transcriptional regulator, MqsR-controlled
1520963..1523065	-	700	1787723	yncD	b1451	-	-	putative iron outer membrane transporter
1523307..1524368	+	353	1787724	yncE	b1452	-	-	ATP-binding protein, periplasmic, function unknown
1524481..1525980	-	499	87081915	ansP	b1453	-	-	L-asparagine transporter
1526247..1526864	+	205	1787726	yncG	b1454	-	-	glutathione S-transferase homolog
1526940..1527152	+	70	1787727	yncH	b1455	-	-	IPR020099 family protein
1529922..1530404	+	160	1787729	ydcD	b1457	-	-	uncharacterized protein
1531816..1532952	+	378	1787733	ydcC	b1460	-	-	H repeat-associated putative transposase
1533052..1533285	+	77	1787734	pptA	b1461	-	-	4-oxalocrotonate tautomerase
1533282..1533851	-	189	87081916	yddH	b1462	-	-	flavin reductase like-protein
1534024..1534869	+	281	1787736	nhoA	b1463	-	-	N-hydroxyarylamine O-acetyltransferase
1534965..1535858	-	297	1787737	yddE	b1464	-	-	PhzC-PhzF family protein
1535937..1536617	-	226	1787738	narV	b1465	-	-	nitrate reductase 2 (NRZ), gamma subunit
1536614..1537309	-	231	1787739	narW	b1466	-	-	nitrate reductase 2 (NRZ), delta subunit (assembly subunit)
1537309..1538853	-	514	1787740	narY	b1467	-	-	nitrate reductase 2 (NRZ), beta subunit
1538850..1542590	-	1246	1787741	narZ	b1468	-	-	nitrate reductase 2 (NRZ), alpha subunit
1542672..1544060	-	462	1787743	narU	b1469	-	-	nitrate/nitrite transporter
1546288..1547169	-	293	145693132	yddG	b1473	-	-	aromatic amino acid exporter
1547401..1550448	+	1015	3868719	fdnG	b1474	-	-	formate dehydrogenase-N, alpha subunit, nitrate-inducible
1550461..1551345	+	294	1787749	fdnH	b1475	-	-	formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible
1551338..1551991	+	217	1787750	fdnI	b1476	-	-	formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible
1552398..1552682	-	94	145693133	yddM	b1477	-	-	putative DNA-binding transcriptional regulator
1552828..1553838	-	336	87081918	adhP	b1478	-	-	ethanol-active dehydrogenase/acetaldehyde-active reductase
1553972..1555669	-	565	87081919	maeA	b1479	-	-	malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)
1555826..1555963	-	45	1787755	sra	b1480	-	-	stationary-phase-induced ribosome-associated protein
1556065..1556280	-	71	87081920	bdm	b1481	-	-	biofilm-dependent modulation protein
1556625..1557056	+	143	1787757	osmC	b1482	-	-	lipoyl-dependent Cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin
1557112..1558038	-	308	1787758	ddpF	b1483	-	-	D,D-dipeptide permease system, ATP-binding component
1558031..1559017	-	328	1787759	ddpD	b1484	-	-	D,D-dipeptide permease system, ATP-binding component
1559014..1559910	-	298	1787760	ddpC	b1485	-	-	D-ala-D-ala transporter subunit
1559907..1560929	-	340	1787761	ddpB	b1486	-	-	D-ala-D-ala transporter subunit
1560931..1562481	-	516	1787762	ddpA	b1487	-	-	D-ala-D-a la transporter subunit
1562495..1563076	-	193	1787763	ddpX	b1488	-	-	D-ala-D-ala dipeptidase, Zn-dependent
1563334..1565733	-	799	87081921	dosP	b1489	-	-	oxygen sensor, c-di-GMP phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator
1565758..1567140	-	460	145693134	dosC	b1490	-	-	diguanylate cyclase, cold- and stationary phase-induced oxygen-dependent biofilm regulator
1567504..1568823	-	439	1787767	yddW	b1491	-	-	liprotein, glycosyl hydrolase homolog
1568954..1570489	-	511	1787768	gadC	b1492	-	-	glutamate:gamma-aminobutyric acid antiporter
1570645..1572045	-	466	1787769	gadB	b1493	-	-	glutamate decarboxylase B, PLP-dependent
1572407..1575202	-	931	1787770	pqqL	b1494	-	-	putative periplasmic M16 family zinc metalloendopeptidase
1575247..1577619	-	790	1787771	yddB	b1495	-	-	putative TonB-dependent outer membrane receptor
1577657..1579342	-	561	1787772	yddA	b1496	-	-	putative multidrug transporter subunit of ABC superfamily, membrane component/ATP-binding component
1579633..1580790	-	385	87081923	ydeM	b1497	-	-	putative YdeN-specific sulfatase-maturating enzyme
1580842..1582524	-	560	87081924	ydeN	b1498	-	-	putative Ser-type periplasmic non-aryl sulfatase
1582926..1583687	-	253	1787776	ydeO	b1499	-	-	UV-inducible global regulator, EvgA-, GadE-dependent
1583762..1583959	-	65	1787777	safA	b1500	-	-	two-component system connector membrane protein, EvgSA to PhoQP
1584207..1586486	-	759	1787778	ydeP	b1501	-	-	putative oxidoreductase
1586820..1587734	-	304	1787779	ydeQ	b1502	-	-	putative fimbrial-like adhesin protein
1587793..1588296	-	167	1787780	ydeR	b1503	-	-	putative fimbrial-like adhesin protein
1588309..1588839	-	176	1787781	ydeS	b1504	-	-	putative fimbrial-like adhesin protein
1590854..1592176	-	440	1787785	hipA	b1507	-	-	inactivating GltX kinase facilitating persister formation; toxin of HipAB TA pair; autokinase
1592176..1592442	-	88	1787786	hipB	b1508	-	-	antitoxin of HipAB toxin-antitoxin system
1598617..1600209	-	530	1787789	lsrK	b1511	-	-	autoinducer-2 (AI-2) kinase
1600288..1601241	-	317	1787791	lsrR	b1512	-	-	lsr operon transcriptional repressor
1601490..1603025	+	511	1787792	lsrA	b1513	-	-	autoinducer 2 import ATP-binding protein
1603019..1604047	+	342	1787793	lsrC	b1514	-	-	autoinducer 2 import system permease protein
1604047..1605039	+	330	1787794	lsrD	b1515	-	-	autoinducer 2 import system permease protein
1605051..1606073	+	340	1787795	lsrB	b1516	-	-	autoinducer 2-binding protein
1606100..1606975	+	291	1787796	lsrF	b1517	-	-	putative autoinducer-2 (AI-2) aldolase
1606999..1607289	+	96	1787797	lsrG	b1518	-	-	autoinducer-2 (AI-2) degrading protein LsrG
1607346..1608104	+	252	1787798	tam	b1519	-	-	trans-aconitate methyltransferase
1608108..1609022	-	304	87081925	yneE	b1520	-	-	bestrophin family putative inner membrane protein
1609229..1610680	-	483	48994885	uxaB	b1521	-	-	altronate oxidoreductase, NAD-dependent
1610907..1611854	-	315	1787802	yneF	b1522	-	-	putative membrane-bound diguanylate cyclase
1611966..1612325	-	119	1787803	yneG	b1523	-	-	DUF4186 family protein
1612325..1613251	-	308	1787804	glsB	b1524	-	-	glutaminase 2
1613315..1614703	-	462	87081926	sad	b1525	-	-	succinate semialdehyde dehydrogenase, NAD(P)+-dependent
1614804..1615685	+	293	1787806	yneJ	b1526	-	-	putative DNA-binding transcriptional regulator
1615763..1616878	+	371	1787807	yneK	b1527	-	-	uncharacterized protein
1617028..1618218	+	396	1787808	ydeA	b1528	-	-	arabinose efflux transporter, arabinose-inducible
1618243..1618908	-	221	1787809	marC	b1529	-	-	UPF0056 family inner membrane protein
1619120..1619554	+	144	87081927	marR	b1530	-	-	transcriptional repressor of multiple antibiotic resistance
1619574..1619957	+	127	87081928	marA	b1531	-	-	multiple antibiotic resistance transcriptional regulator
1619989..1620207	+	72	1787812	marB	b1532	-	-	mar operon regulator, periplasmic
1620238..1621137	-	299	87081929	eamA	b1533	-	-	cysteine and O-acetyl-L-serine efflux system
1621332..1622519	+	395	1787815	ydeE	b1534	-	-	putative transporter
1622646..1622741	+	31	145693135	yneM	b4599	-	-	inner membrane-associated protein
1622960..1623850	-	296	1787816	dgcZ	b1535	-	-	diguanylate cyclase, zinc-sensing
1624105..1624497	-	130	1787817	ydeI	b1536	-	-	hydrogen peroxide resistance OB fold protein; putative periplasmic protein
1624773..1625291	+	172	1787818	ydeJ	b1537	-	-	inactive PncC family protein
1625335..1627380	-	681	1787819	dcp	b1538	-	-	dipeptidyl carboxypeptidase II
1627517..1628263	+	248	1787820	ydfG	b1539	-	-	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase
1628352..1629038	+	228	1787821	rspR	b1540	-	-	transcriptional repressor for rspAB
1629215..1629418	+	67	1787822	ydfZ	b1541	-	-	selenoprotein, function unknown
1629453..1630913	-	486	1787823	ydfI	b1542	-	-	putative NAD-dependent D-mannonate oxidoreductase
1633072..1633305	+	77	345297174	ydfK	b1544	-	-	cold shock protein, function unknown, Qin prophage
1633622..1634212	+	196	1787827	pinQ	b1545	-	-	Qin prophage; putative site-specific recombinase
1634310..1634885	-	191	2367120	tfaQ	b1546	-	-	Qin prophage; putative tail fiber assembly protein
1634885..1635847	-	320	1787829	stfQ	b1547	-	-	Qin prophage; putative side tail fiber assembly protein
1636756..1636989	+	77	87081930	ynfO	b4533	-	-	uncharacterized protein, Qin prophage
1637047..1637457	+	136	87081931	ydfO	b1549	-	-	Qin prophage; uncharacterized protein
1637609..1637782	-	57	87081932	gnsB	b1550	-	-	Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)
1637954..1638109	-	51	87081933	ynfN	b1551	-	-	Qin prophage; cold shock-induced protein
1638455..1638667	-	70	1787834	cspI	b1552	-	-	Qin prophage; cold shock protein
1639030..1639527	-	165	1787835	rzpQ	b1553	-	-	Rz-like protein, Qin prophage
1639080..1639334	-	84	226510942	rzoQ	b4689	-	-	putative Rz1-like lipoprotein, Qin prophage
1639524..1640057	-	177	1787836	rrrQ	b1554	-	-	Qin prophage; putative lysozyme
1640054..1640365	-	103	1787837	ydfR	b1555	-	-	Qin prophage; uncharacterized protein
1640370..1640585	-	71	87081934	essQ	b1556	-	-	Qin prophage; putative S lysis protein
1641339..1641554	-	71	1787839	cspB	b1557	-	-	Qin prophage; cold shock protein
1641855..1642067	+	70	1787840	cspF	b1558	-	-	Qin prophage; cold shock protein
1642489..1643241	-	250	87081935	quuQ	b1559	-	-	Qin prophage; putative antitermination protein Q
1643255..1644304	-	349	226510943	ydfU	b1560	-	-	Qin prophage; uncharacterized protein
1644651..1644902	-	83	1787844	rem	b1561	-	-	Qin prophage; uncharacterized protein
1645119..1645274	-	51	1787845	hokD	b1562	-	-	Qin prophage; small toxic polypeptide
1645346..1645633	-	95	1787846	relE	b1563	-	-	Qin prophage; toxin of the RelE-RelB toxin-antitoxin system
1645633..1645872	-	79	1787847	relB	b1564	-	-	Qin prophage; bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/ transcriptional repressor
1645897..1646202	+	101	1787848	ydfV	b1565	-	-	Qin prophage; uncharacterized protein
1646405..1646737	+	110	1787849	flxA	b1566	-	-	Qin prophage; uncharacterized protein
1647620..1647850	-	76	1787852	dicC	b1569	-	-	Qin prophage; DNA-binding transcriptional regulator for DicB
1647934..1648341	+	135	1787853	dicA	b1570	-	-	Qin prophage; putative regulator for DicB
1648508..1648663	+	51	1787854	ydfA	b1571	-	-	Qin prophage; uncharacterized protein
1648665..1648793	+	42	87081937	ydfB	b1572	-	-	Qin prophage; uncharacterized protein
1648823..1649041	+	72	1787856	ydfC	b1573	-	-	uncharacterized protein, Qin prophage
1649609..1649797	+	62	1787857	dicB	b1575	-	-	Qin prophage; cell division inhibition protein
1649794..1649985	+	63	1787858	ydfD	b1576	-	-	Qin prophage; uncharacterized protein
1652896..1653915	-	339	1787863	rspB	b1580	-	-	putative Zn-dependent NAD(P)-binding oxidoreductase
1653927..1655141	-	404	1787864	rspA	b1581	-	-	bifunctional D-altronate/D-mannonate dehydratase
1655347..1655673	-	108	1787865	ynfA	b1582	-	-	UPF0060 family inner membrane protein
1655808..1656149	+	113	1787866	ynfB	b1583	-	-	UPF0482 family putative periplasmic protein
1656184..1656744	+	186	1787867	speG	b1584	-	-	spermidine N1-acetyltransferase
1656747..1657457	-	236	87081939	ynfC	b1585	-	-	UPF0257 family lipoprotein
1657565..1657870	+	101	87081940	ynfD	b1586	-	-	DUF1161 family periplasmic protein
1658069..1660495	+	808	1787870	ynfE	b1587	-	-	putative selenate reductase, periplasmic
1660556..1662979	+	807	171474008	ynfF	b1588	-	-	S- and N-oxide reductase, A subunit, periplasmic
1662990..1663607	+	205	1787872	ynfG	b1589	-	-	oxidoreductase, Fe-S subunit
1663609..1664463	+	284	1787873	ynfH	b1590	-	-	oxidoreductase, membrane subunit
1664506..1665120	+	204	87081942	dmsD	b1591	-	-	twin-argninine leader-binding protein for DmsA and TorA
1665315..1666571	+	418	87081943	clcB	b1592	-	-	H(+)/Cl(-) exchange transporter
1666524..1667219	-	231	87081944	ynfK	b1593	-	-	putative dethiobiotin synthetase
1667344..1668564	-	406	1787878	mlc	b1594	-	-	glucosamine anaerobic growth regulon transcriptional repressor; autorepressor
1668699..1669592	-	297	1787879	ynfL	b1595	-	-	LysR family putative transcriptional regulator
1669699..1670952	+	417	1787880	ynfM	b1596	-	-	putative arabinose efflux transporter
1671376..1671684	+	102	87081945	asr	b1597	-	-	acid shock-inducible periplasmic protein
1671777..1671860	+	27	145693139	ydgU	b4601	-	-	stationary phase-induced protein
1671960..1672781	+	273	1787882	ydgD	b1598	-	-	putative peptidase
1672820..1673149	-	109	1787883	mdtI	b1599	-	-	multidrug efflux system transporter
1673136..1673501	-	121	1787884	mdtJ	b1600	-	-	multidrug efflux system transporter
1673913..1674947	+	344	1787885	tqsA	b1601	-	-	pheromone AI-2 transporter
1674972..1676360	-	462	1787886	pntB	b1602	-	-	pyridine nucleotide transhydrogenase, beta subunit
1676371..1677903	-	510	1787887	pntA	b1603	-	-	pyridine nucleotide transhydrogenase, alpha subunit
1678427..1679371	+	314	1787889	ydgH	b1604	-	-	DUF1471 family periplasmic protein
1679557..1680939	+	460	1787890	ydgI	b1605	-	-	putative arginine/ornithine antiporter transporter
1680976..1681698	+	240	1787891	folM	b1606	-	-	dihydromonapterin reductase, NADPH-dependent; dihydrofolate reductase isozyme
1681695..1682030	-	111	1787892	ydgC	b1607	-	-	GlpM family inner membrane protein
1682159..1682878	+	239	145693140	rstA	b1608	-	-	response regulator of RstAB two-component system, low Mg-responsive via PhoQP
1682882..1684183	+	433	1787894	rstB	b1609	-	-	sensory histidine kinase of RstAB two-component system, low Mg-responsive via PhoQP
1684259..1685188	+	309	1787895	tus	b1610	-	-	inhibitor of replication at Ter, DNA-binding protein
1685185..1686588	-	467	1787896	fumC	b1611	-	-	fumarate hydratase (fumarase C),aerobic Class II
1686731..1688377	-	548	1787897	fumA	b1612	-	-	fumarate hydratase (fumarase A), aerobic Class I
1688576..1689751	+	391	1787899	manA	b1613	-	-	mannose-6-phosphate isomerase
1689852..1691360	+	502	1787900	ydgA	b1614	-	-	DUF945 family protein
1691586..1692851	-	421	87081946	uidC	b1615	-	-	putative outer membrane porin for beta-glucuronides porin protein
1692890..1694263	-	457	1787902	uidB	b1616	-	-	glucuronide transporter
1694260..1696071	-	603	1787903	uidA	b1617	-	-	beta-D-glucuronidase
1696462..1697052	-	196	1787904	uidR	b1618	-	-	transcriptional repressor
1697273..1698040	-	255	1787905	hdhA	b1619	-	-	7-alpha-hydroxysteroid dehydrogenase, NAD-dependent
1698152..1699180	-	342	1787906	malI	b1620	-	-	transcriptional repressor of Mal regulon
1699355..1700947	+	530	1787908	malX	b1621	-	-	fused maltose and glucose-specific PTS enzymes: IIB component, IIC component
1700957..1702129	+	390	1787909	malY	b1622	-	-	bifunctional beta-cystathionase, PLP-dependent/ regulator of maltose regulon
1702233..1703234	+	333	1787910	add	b1623	-	-	adenosine deaminase
1703268..1704308	-	346	87081947	ydgJ	b1624	-	-	putative oxidoreductase
1704551..1704676	+	41	48994886	blr	b4409	-	-	beta-lactam resistance membrane protein; divisome-associated protein
1704949..1705164	+	71	1787912	cnu	b1625	-	-	nucleoid-associated oriC-binding protein; H-NS and StpA stabilizing factor
1705250..1705690	+	146	87081948	ydgK	b1626	-	-	DUF2569 family inner membrane protein
1705767..1706348	+	193	1787914	rsxA	b1627	-	-	SoxR iron-sulfur cluster reduction factor component; inner membrane protein of electron transport complex
1706348..1706926	+	192	1787915	rsxB	b1628	-	-	SoxR iron-sulfur cluster reduction factor component; putative iron-sulfur protein
1706919..1709141	+	740	1787916	rsxC	b1629	-	-	SoxR iron-sulfur cluster reduction factor component; putative membrane-associated NADH oxidoreductase of electron transport complex
1709142..1710200	+	352	1787917	rsxD	b1630	-	-	SoxR iron-sulfur cluster reduction factor component; putative membrane protein of electron transport complex
1710204..1710824	+	206	1787918	rsxG	b1631	-	-	SoxR iron-sulfur cluster reduction factor component; putative membrane protein of electron transport complex
